Freq(Hz)	Zmod(Ohm)	Zphz(Deg)	Zreal(Ohm)	Zimag(Ohm)	Capacity(Ah)	SOH
10000.0	0.015257995209951405	30.341543942575644	0.0131681	0.00770763	1.66839690681749	84.52130521474432
7943.282347242822	0.014527291163955937	24.82078867848157	0.01318533596380614	0.006098286979465026	1.66839690681749	84.52130521474432
6309.57344480193	0.013991171812564401	19.44938107741144	0.013192780010707486	0.004658695555386038	1.66839690681749	84.52130521474432
5011.872336272725	0.013638260768803945	14.817579362497543	0.013184719967846361	0.0034878813293129983	1.66839690681749	84.52130521474432
3981.071705534969	0.013475647229099658	10.954838510864098	0.01323008424684059	0.002560847333333587	1.66839690681749	84.52130521474432
3162.2776601683795	0.013411808989796511	7.451367838759268	0.013298550202194252	0.0017393052919213912	1.66839690681749	84.52130521474432
2511.886431509582	0.013450894521973587	4.6762757976481195	0.01340611957820023	0.0010965953201867733	1.66839690681749	84.52130521474432
1995.2623149688789	0.01355167811806904	2.2863119440334763	0.013540890360964187	0.0005406182091813006	1.66839690681749	84.52130521474432
1584.893192461114	0.01369817764868018	0.2345265240019038	0.01369806289388005	5.607004643949737e-05	1.66839690681749	84.52130521474432
1258.9254117941662	0.013907838055688319	-1.3139208332650494	0.01390418123445901	-0.00031890999133013975	1.66839690681749	84.52130521474432
1000.0	0.014138753438171468	-2.66697634217757	0.014123439186810862	-0.0006578862529805802	1.66839690681749	84.52130521474432
794.3282347242813	0.014393743814780561	-3.732912655321691	0.014363205818551297	-0.0009371123835847144	1.66839690681749	84.52130521474432
630.957344480193	0.014670689212946338	-4.566619305289649	0.0146241161333151	-0.0011680536383972442	1.66839690681749	84.52130521474432
501.18723362727246	0.014957606638189064	-5.270570153604805	0.014894366068345533	-0.0013739926364121366	1.66839690681749	84.52130521474432
398.1071705534973	0.015248124700077643	-5.761984079131819	0.015171084175015868	-0.001530853299209645	1.66839690681749	84.52130521474432
316.22776601683796	0.015547270616626266	-6.175578660874	0.015457048352037362	-0.0016725070610880972	1.66839690681749	84.52130521474432
251.18864315095797	0.015855145415340055	-6.511232237600322	0.01575287408741644	-0.0017979416363114896	1.66839690681749	84.52130521474432
199.52623149688787	0.01615465440003185	-6.790191995033721	0.016041341812227793	-0.0019100292269336307	1.66839690681749	84.52130521474432
158.48931924611142	0.016454870305730604	-7.049347670450587	0.01633048497874865	-0.0020194100963596764	1.66839690681749	84.52130521474432
125.89254117941675	0.016760180763048412	-7.289935192225121	0.016624703997835562	-0.002126705478999927	1.66839690681749	84.52130521474432
100.0	0.01706126949932193	-7.551471438649203	0.01691330058324972	-0.0022421374420711956	1.66839690681749	84.52130521474432
79.43282347242814	0.017360076746831994	-7.826624761172655	0.017198361866126465	-0.0023640249105421657	1.66839690681749	84.52130521474432
63.0957344480193	0.017654469656502105	-8.290167180225524	0.017469990126739776	-0.002545534094049463	1.66839690681749	84.52130521474432
50.11872336272725	0.017960450631036885	-8.830462067534635	0.01774756370014206	-0.0027571306786790244	1.66839690681749	84.52130521474432
39.810717055349734	0.018282908790222874	-9.477219511429125	0.018033368030213458	-0.003010380593626673	1.66839690681749	84.52130521474432
31.622776601683793	0.018631347072429444	-10.365724594230477	0.018327270161933487	-0.0033523517334593258	1.66839690681749	84.52130521474432
25.118864315095795	0.019012224215151037	-11.37721174557971	0.018638628521509378	-0.003750492826863241	1.66839690681749	84.52130521474432
19.952623149688787	0.01949229104558634	-12.720749370740478	0.019013850107209386	-0.004292192249471003	1.66839690681749	84.52130521474432
15.848931924611142	0.020078676921381544	-14.255878084560937	0.019460367142125828	-0.0049444289464901	1.66839690681749	84.52130521474432
12.589254117941675	0.020749301298625605	-15.875132312079526	0.01995792551112073	-0.00567580070771539	1.66839690681749	84.52130521474432
10.0	0.021676910214534797	-17.789383405139436	0.020640450864509535	-0.0066227052296452555	1.66839690681749	84.52130521474432
7.943282347242813	0.022765598419541636	-19.66731902915017	0.02143751413720883	-0.007661948774091896	1.66839690681749	84.52130521474432
6.309573444801933	0.024114309203973255	-21.54293048085566	0.022429748561583477	-0.008854732511429875	1.66839690681749	84.52130521474432
5.011872336272722	0.02585232476843215	-23.307556607726376	0.02374262527313273	-0.010228902241789647	1.66839690681749	84.52130521474432
3.981071705534973	0.027812854166153998	-24.81935921330452	0.025243939399140537	-0.01167468973807312	1.66839690681749	84.52130521474432
3.1622776601683795	0.030302087146134162	-25.794707239731665	0.027282756047782793	-0.013185890483736036	1.66839690681749	84.52130521474432
2.5118864315095797	0.03308488419353769	-26.19042694751731	0.029688129422730837	-0.014602209883404067	1.66839690681749	84.52130521474432
1.9952623149688797	0.03614400102255505	-26.14638882203826	0.03244542479979248	-0.015927436061069947	1.66839690681749	84.52130521474432
1.5848931924611134	0.03945946360468522	-25.111920980474007	0.03572977563658736	-0.016746115995316814	1.66839690681749	84.52130521474432
1.2589254117941675	0.04278803840812493	-23.796991228863103	0.039150236092552027	-0.017264855768659375	1.66839690681749	84.52130521474432
1.0	0.04608853325240657	-21.94427834335225	0.04274931443565918	-0.017223501753108394	1.66839690681749	84.52130521474432
0.7943282347242815	0.049108402545845	-19.840796441588946	0.046193295268315386	-0.0166677734823517	1.66839690681749	84.52130521474432
0.6309573444801934	0.051936483740465146	-17.694713523927792	0.04947934424500945	-0.015785842910894885	1.66839690681749	84.52130521474432
0.5011872336272722	0.05420550966230746	-15.493400624159031	0.05223574798149563	-0.01447977591553758	1.66839690681749	84.52130521474432
