Freq(Hz)	Zmod(Ohm)	Zphz(Deg)	Zreal(Ohm)	Zimag(Ohm)	Capacity(Ah)	SOH
10000.0	0.04535693221548389	49.4617324682393	0.02948	0.03447	4.85867	100.0
7943.0	0.039700612085961595	45.775599084899135	0.02769	0.02845	4.85867	100.0
6310.0	0.03512247428641667	41.53735328866898	0.02629	0.02329	4.85867	100.0
5012.0	0.03145600101729398	36.88446930868171	0.02516	0.01888	4.85867	100.0
3981.0	0.028368901987916275	31.802002563442496	0.02411	0.01495	4.85867	100.0
3162.0	0.02673459369431299	26.76632357929774	0.02387	0.01204	4.85867	100.0
2512.0	0.025279089303216602	21.746694584106034	0.02348	0.009366	4.85867	100.0
1995.0	0.024039319873906582	17.55308106376243	0.02292	0.00725	4.85867	100.0
1585.0	0.023509981624833313	13.293826866892086	0.02288	0.005406	4.85867	100.0
1259.0	0.02333184827655109	9.527723712019396	0.02301	0.003862	4.85867	100.0
1000.0	0.0233032615742947	6.356482840015412	0.02316	0.00258	4.85867	100.0
794.3	0.023461787314695358	3.8075770197505703	0.02341	0.001558	4.85867	100.0
631.0	0.023908503377668793	1.52816427119786	0.0239	0.0006376	4.85867	100.0
501.2	0.024240008021417816	0.046611902753119695	0.02424	1.972e-05	4.85867	100.0
398.1	0.024574337567674128	-1.0765302565844184	0.02457	-0.0004617	4.85867	100.0
316.2	0.02490425478206485	-1.9386609534646984	0.02489	-0.0008425	4.85867	100.0
251.2	0.025266003166310256	-2.599679012596725	0.02524	-0.001146	4.85867	100.0
199.5	0.025607427750557063	-3.0981641664697905	0.02557	-0.001384	4.85867	100.0
158.5	0.02593647632196787	-3.4305432008147876	0.02589	-0.001552	4.85867	100.0
125.9	0.026284451316320075	-3.688649302361745	0.02623	-0.001691	4.85867	100.0
100.0	0.026620788943981354	-3.8727739316913135	0.02656	-0.001798	4.85867	100.0
79.43	0.026986265025008557	-4.016033535213004	0.02692	-0.00189	4.85867	100.0
63.1	0.027319967349907284	-4.101455322469376	0.02725	-0.001954	4.85867	100.0
52.0	0.02758878774067465	-4.046850134204572	0.02752	-0.001947	4.85867	100.0
39.81	0.02793701718151027	-4.2554083984668996	0.02786	-0.002073	4.85867	100.0
31.62	0.028259782093993577	-4.306338534135931	0.02818	-0.002122	4.85867	100.0
25.12	0.028582265288111787	-4.348123182271322	0.0285	-0.002167	4.85867	100.0
19.95	0.028914734029556625	-4.387459028372552	0.02883	-0.002212	4.85867	100.0
15.85	0.02926925103244017	-4.475575314719274	0.02918	-0.002284	4.85867	100.0
12.59	0.02965051137838941	-4.477995626394152	0.02956	-0.002315	4.85867	100.0
10.0	0.030097474129900003	-4.369358322138103	0.03001	-0.002293	4.85867	100.0
7.943	0.030425773433061645	-4.303237271292425	0.03034	-0.002283	4.85867	100.0
6.31	0.03081446575879582	-4.24326257318936	0.03073	-0.00228	4.85867	100.0
5.012	0.031160103032563932	-3.844041307407994	0.03109	-0.002089	4.85867	100.0
3.981	0.031555106971772405	-3.6812155739097134	0.03149	-0.002026	4.85867	100.0
3.162	0.03182440101557294	-3.35060243535064	0.03177	-0.00186	4.85867	100.0
2.512	0.032147286806198744	-3.1080550933908424	0.0321	-0.001743	4.85867	100.0
1.995	0.03234242316215654	-2.9349476160473045	0.0323	-0.001656	4.85867	100.0
1.585	0.03247753563619013	-2.7549252741865	0.03244	-0.001561	4.85867	100.0
1.259	0.032603836047311985	-2.6105418381869527	0.03257	-0.001485	4.85867	100.0
1.0	0.03277086639074408	-2.4869708063399987	0.03274	-0.001422	4.85867	100.0
0.7943	0.032909210504051906	-2.7971982081450584	0.03287	-0.001606	4.85867	100.0
0.631	0.03308609262212751	-2.6764774875346693	0.03305	-0.001545	4.85867	100.0
0.5012	0.03323916017290449	-2.7814903447354333	0.0332	-0.001613	4.85867	100.0
0.3981	0.03339945701654445	-2.785305350005495	0.03336	-0.001623	4.85867	100.0
0.3162	0.033605492170179566	-2.981603107069671	0.03356	-0.001748	4.85867	100.0
0.2512	0.0338096163982971	-3.1044398666116098	0.03376	-0.001831	4.85867	100.0
0.1995	0.0340388660357539	-3.370117876592503	0.03398	-0.002001	4.85867	100.0
0.1585	0.03431823231170277	-3.6136176640781446	0.03425	-0.002163	4.85867	100.0
0.1259	0.034657270074257146	-3.8267213796491095	0.03458	-0.002313	4.85867	100.0
0.1	0.034925547225490974	-4.011046272064312	0.03484	-0.002443	4.85867	100.0
0.07943	0.035269544992812145	-4.30575793639658	0.03517	-0.002648	4.85867	100.0
0.0631	0.03563423355426633	-4.588987252676134	0.03552	-0.002851	4.85867	100.0
0.05012	0.0359750273940132	-4.9657395683864145	0.03584	-0.003114	4.85867	100.0
0.03981	0.03635773217625104	-5.33895818696541	0.0362	-0.003383	4.85867	100.0
0.03162	0.03682825764273949	-5.795735093293776	0.03664	-0.003719	4.85867	100.0
0.02512	0.03726490767464747	-6.29808347808495	0.03704	-0.004088	4.85867	100.0
0.01995	0.03783567207015095	-6.920657090697234	0.03756	-0.004559	4.85867	100.0
0.01585	0.03840893979270972	-7.503953122475433	0.03808	-0.005016	4.85867	100.0
0.01259	0.039115690726356865	-8.259157415168431	0.03871	-0.005619	4.85867	100.0
0.01	0.039884550592930085	-9.123186091053906	0.03938	-0.006324	4.85867	100.0
