Freq(Hz)	Zmod(Ohm)	Zphz(Deg)	Zreal(Ohm)	Zimag(Ohm)	Capacity(Ah)	SOH
10000.0	0.04333936432390304	44.654116807052056	0.03083	0.03046	3.94691	81.04
7943.0	0.038535702925988	41.23348048394296	0.02898	0.0254	3.94691	81.04
6310.0	0.03448499528780597	37.30520693113642	0.02743	0.0209	3.94691	81.04
5012.0	0.031428243667122095	33.09341607483016	0.02633	0.01716	3.94691	81.04
3981.0	0.028684046088374632	28.575388104465613	0.02519	0.01372	3.94691	81.04
3162.0	0.027325272185286645	24.220096830020417	0.02492	0.01121	3.94691	81.04
2512.0	0.02606135069408337	20.0619952321963	0.02448	0.00894	3.94691	81.04
1995.0	0.024856774046525025	16.606515549442904	0.02382	0.007104	3.94691	81.04
1585.0	0.024318960586340855	13.163084482666669	0.02368	0.005538	3.94691	81.04
1259.0	0.024035327353709997	10.138751816250364	0.02366	0.004231	3.94691	81.04
1000.0	0.023880929399837016	7.620803361736505	0.02367	0.003167	3.94691	81.04
794.3	0.023843236797884637	5.586256127898856	0.02373	0.002321	3.94691	81.04
631.0	0.024088638400706668	3.6416168466454018	0.02404	0.00153	3.94691	81.04
501.2	0.024181395513906967	2.410406768129483	0.02416	0.001017	3.94691	81.04
398.1	0.02428785608673602	1.4573299209509911	0.02428	0.0006177	3.94691	81.04
316.2	0.024381691570520694	0.6749215241870955	0.02438	0.0002872	3.94691	81.04
251.2	0.02451000937726463	0.05011918398367693	0.02451	2.144e-05	3.94691	81.04
199.5	0.024640856930106956	-0.47784130299738703	0.02464	-0.0002055	3.94691	81.04
158.5	0.02475298183330647	-0.8893442657962415	0.02475	-0.0003842	3.94691	81.04
125.9	0.02488570852919402	-1.2272499995131367	0.02488	-0.000533	3.94691	81.04
100.0	0.025028772218388978	-1.5169988800443042	0.02502	-0.0006626	3.94691	81.04
79.43	0.025222197098785825	-1.7819353620762615	0.02521	-0.0007843	3.94691	81.04
63.1	0.02538589850468169	-2.027879609107448	0.02537	-0.0008983	3.94691	81.04
52.0	0.02555203751171323	-2.379783003192975	0.02553	-0.001061	3.94691	81.04
39.81	0.025694290980682846	-2.4915869988363406	0.02567	-0.001117	3.94691	81.04
31.62	0.02589870384787625	-2.6977940634156248	0.02587	-0.001219	3.94691	81.04
25.12	0.026113030636063673	-2.882127894901799	0.02608	-0.001313	3.94691	81.04
19.95	0.026357260878171692	-3.0469491893605762	0.02632	-0.001401	3.94691	81.04
15.85	0.026600869835401997	-3.176484757664059	0.02656	-0.001474	3.94691	81.04
12.59	0.026842168615817914	-3.2120357854223864	0.0268	-0.001504	3.94691	81.04
10.0	0.027131220484895257	-3.158744608590256	0.02709	-0.001495	3.94691	81.04
7.943	0.02737965173262801	-3.083948959272135	0.02734	-0.001473	3.94691	81.04
6.31	0.027676709070986023	-2.9513119532231364	0.02764	-0.001425	3.94691	81.04
5.012	0.02789381166137034	-2.8213751228170634	0.02786	-0.001373	3.94691	81.04
3.981	0.028090983624643694	-2.691288120034865	0.02806	-0.001319	3.94691	81.04
3.162	0.02826664339818225	-2.487880044812724	0.02824	-0.001227	3.94691	81.04
2.512	0.02845531409069315	-2.4169591233622487	0.02843	-0.0012	3.94691	81.04
1.995	0.028571298692919085	-2.212463416150306	0.02855	-0.001103	3.94691	81.04
1.585	0.028710584616130685	-2.169771247948291	0.02869	-0.001087	3.94691	81.04
1.259	0.02879951388478632	-2.1093150202762025	0.02878	-0.00106	3.94691	81.04
1.0	0.028938514561048224	-2.049648459242878	0.02892	-0.001035	3.94691	81.04
0.7943	0.0290554147277233	-2.3966161578083596	0.02903	-0.001215	3.94691	81.04
0.631	0.029174198258049868	-2.333781754165363	0.02915	-0.001188	3.94691	81.04
0.5012	0.02931649051302014	-2.4359004347737936	0.02929	-0.001246	3.94691	81.04
0.3981	0.029436213479318293	-2.418194487673689	0.02941	-0.001242	3.94691	81.04
0.3162	0.02954869885460272	-2.525433213536731	0.02952	-0.001302	3.94691	81.04
0.2512	0.029682236927158975	-2.670579122040806	0.02965	-0.001383	3.94691	81.04
0.1995	0.029846222541554567	-2.823100482832968	0.02981	-0.00147	3.94691	81.04
0.1585	0.030062289267452674	-3.0394332542554463	0.03002	-0.001594	3.94691	81.04
0.1259	0.030281656559706244	-3.3471279301021664	0.03023	-0.001768	3.94691	81.04
0.1	0.030500303096854624	-3.6035200372324967	0.03044	-0.001917	3.94691	81.04
0.07943	0.03071401570944444	-3.9784924269334923	0.03064	-0.002131	3.94691	81.04
0.0631	0.031032172015506745	-4.417114319381966	0.03094	-0.00239	3.94691	81.04
0.05012	0.03139991600307236	-4.795463836586622	0.03129	-0.002625	3.94691	81.04
0.03981	0.03173297345034026	-5.247065514124979	0.0316	-0.002902	3.94691	81.04
0.03162	0.032130768447082	-5.552675226750778	0.03198	-0.003109	3.94691	81.04
0.02512	0.032584329377785264	-6.097270483225819	0.0324	-0.003461	3.94691	81.04
0.01995	0.0330891538725305	-6.597955234861838	0.03287	-0.003802	3.94691	81.04
0.01585	0.033592865254395914	-7.0344716860540215	0.03334	-0.004114	3.94691	81.04
0.01259	0.03414518450675	-7.666164644725088	0.03384	-0.004555	3.94691	81.04
0.01	0.034798619067428524	-8.232789112066577	0.03444	-0.004983	3.94691	81.04
