Freq(Hz)	Zmod(Ohm)	Zphz(Deg)	Zreal(Ohm)	Zimag(Ohm)	Capacity(Ah)	SOH
10000.0	0.0411067123472554	41.11380886003431	0.03097	0.02703	3.93917	81.02
7943.0	0.03680489097932502	37.80398519981319	0.02908	0.02256	3.93917	81.02
6310.0	0.03338213444344145	33.92332422968654	0.0277	0.01863	3.93917	81.02
5012.0	0.030454559592941084	29.485858440296308	0.02651	0.01499	3.93917	81.02
3981.0	0.028205816775977256	25.53845266366569	0.02545	0.01216	3.93917	81.02
3162.0	0.027105927193143566	21.383374310902344	0.02524	0.009883	3.93917	81.02
2512.0	0.025997353499923794	17.383211896215297	0.02481	0.007767	3.93917	81.02
1995.0	0.024982964776022878	14.196437838233892	0.02422	0.006127	3.93917	81.02
1585.0	0.024587757949841624	10.951184444972425	0.02414	0.004671	3.93917	81.02
1259.0	0.024433654331679492	8.098266210179014	0.02419	0.003442	3.93917	81.02
1000.0	0.024381995324419207	5.733975732845732	0.02426	0.002436	3.93917	81.02
794.3	0.024455523077619914	3.8616074096750737	0.0244	0.001647	3.93917	81.02
631.0	0.024786713820311074	2.1042165171887235	0.02477	0.0009101	3.93917	81.02
501.2	0.024963939838294754	1.0179488992553891	0.02496	0.0004435	3.93917	81.02
398.1	0.025150152141694887	0.19929282616207886	0.02515	8.748e-05	3.93917	81.02
316.2	0.025310763551501168	-0.44504637331550784	0.02531	-0.0001966	3.93917	81.02
251.2	0.025493766281975676	-0.9848779015124192	0.02549	-0.0004382	3.93917	81.02
199.5	0.025697555401438484	-1.3894122967983455	0.02569	-0.0006231	3.93917	81.02
158.5	0.025871422452002905	-1.702641157950631	0.02586	-0.0007687	3.93917	81.02
125.9	0.026085139638499157	-1.9521797670092917	0.02607	-0.0008886	3.93917	81.02
100.0	0.026278504447551806	-2.150308924987283	0.02626	-0.000986	3.93917	81.02
79.43	0.026531827603842144	-2.32427150127256	0.02651	-0.001076	3.93917	81.02
63.1	0.026723690332736607	-2.412720885321279	0.0267	-0.001125	3.93917	81.02
52.0	0.026894427229446627	-2.442173210869792	0.02687	-0.001146	3.93917	81.02
39.81	0.027136989516156722	-2.555585100161674	0.02711	-0.00121	3.93917	81.02
31.62	0.027347674489798947	-2.577827612120107	0.02732	-0.00123	3.93917	81.02
25.12	0.027547518236676057	-2.5611962115979456	0.02752	-0.001231	3.93917	81.02
19.95	0.027786184264846442	-2.4875824127980937	0.02776	-0.001206	3.93917	81.02
15.85	0.027975834286040516	-2.462508652781086	0.02795	-0.001202	3.93917	81.02
12.59	0.02812405676640552	-2.3699993941810917	0.0281	-0.001163	3.93917	81.02
10.0	0.028331091560333498	-2.2109925441303053	0.02831	-0.001093	3.93917	81.02
7.943	0.028480032022453906	-2.1490932093243225	0.02846	-0.001068	3.93917	81.02
6.31	0.02864018200012004	-2.1510839112275812	0.02862	-0.001075	3.93917	81.02
5.012	0.02874727660579346	-1.986507646021538	0.02873	-0.0009965	3.93917	81.02
3.981	0.02886679985883437	-1.9548443826068087	0.02885	-0.0009847	3.93917	81.02
3.162	0.028995468766688355	-1.8716287905258753	0.02898	-0.000947	3.93917	81.02
2.512	0.02912524404773289	-1.8538386733931964	0.02911	-0.0009422	3.93917	81.02
1.995	0.029205837890565647	-1.8869964881355492	0.02919	-0.0009617	3.93917	81.02
1.585	0.02938650593452716	-1.9204545952215586	0.02937	-0.0009848	3.93917	81.02
1.259	0.02947668687098331	-1.9279964967880414	0.02946	-0.0009917	3.93917	81.02
1.0	0.029588318319904564	-2.0162422793578676	0.02957	-0.001041	3.93917	81.02
0.7943	0.02967752995112632	-2.468084658302515	0.02965	-0.001278	3.93917	81.02
0.631	0.02982816816366704	-2.490220417129583	0.0298	-0.001296	3.93917	81.02
0.5012	0.02998840817716072	-2.4941174300150495	0.02996	-0.001305	3.93917	81.02
0.3981	0.030142622712697048	-2.6659151570924284	0.03011	-0.001402	3.93917	81.02
0.3162	0.030276195269551293	-2.8019228000580654	0.03024	-0.00148	3.93917	81.02
0.2512	0.030473251040871892	-3.0530076835085027	0.03043	-0.001623	3.93917	81.02
0.1995	0.030699463578375438	-3.252919618663581	0.03065	-0.001742	3.93917	81.02
0.1585	0.03087266195196002	-3.6511193985082713	0.03081	-0.001966	3.93917	81.02
0.1259	0.03112462394953552	-3.968363978400277	0.03105	-0.002154	3.93917	81.02
0.1	0.03136450842911458	-4.449003757367607	0.03127	-0.002433	3.93917	81.02
0.07943	0.03168371859488719	-4.8558502088444095	0.03157	-0.002682	3.93917	81.02
0.0631	0.03207250068204848	-5.403070344215342	0.03193	-0.00302	3.93917	81.02
0.05012	0.03241596410721113	-5.972647132735638	0.03224	-0.003373	3.93917	81.02
0.03981	0.03285006112627494	-6.635657266904929	0.03263	-0.003796	3.93917	81.02
0.03162	0.033335511530498525	-7.37146020954998	0.03306	-0.004277	3.93917	81.02
0.02512	0.033883431703415165	-8.164538358932592	0.03354	-0.004812	3.93917	81.02
0.01995	0.034510344666490944	-9.057816844019984	0.03408	-0.005433	3.93917	81.02
0.01585	0.03513738442172383	-10.126620861932363	0.03459	-0.006178	3.93917	81.02
0.01259	0.036001647587298	-11.249070185978134	0.03531	-0.007023	3.93917	81.02
0.01	0.03694221704229458	-12.617966928831285	0.03605	-0.00807	3.93917	81.02
