Freq(Hz)	Zmod(Ohm)	Zphz(Deg)	Zreal(Ohm)	Zimag(Ohm)	Capacity(Ah)	SOH
10019.530273437504	0.04564740136265749	49.22196960449223	0.0298137005953565	0.0345662914987128	4.47799062728882	92.02692066324256
7958.795794866109	0.040909442740730335	46.02647084896913	0.028404488056988572	0.029440916486710926	4.47799062728882	92.02692066324256
6321.89621426703	0.03633167292507372	42.01041424517419	0.02699527551862065	0.024315541474709046	4.47799062728882	92.02692066324256
5021.660659988852	0.031982950265662974	36.87078509676462	0.02558606298025273	0.019190166462707194	4.47799062728882	92.02692066324256
3988.8468474333145	0.029254025858394386	32.10658557368332	0.024779939625241096	0.015548396093906718	4.47799062728882	92.02692066324256
3168.4536749072195	0.02742669116017511	27.616721070215096	0.024301922549775673	0.012713770030181136	4.47799062728882	92.02692066324256
2516.7922143947135	0.0257910053615369	22.522493082628884	0.02382390547431025	0.009879143966455554	4.47799062728882	92.02692066324256
1999.1591168279679	0.024642878244279017	17.605150602095275	0.02348869164394267	0.007453375947725825	4.47799062728882	92.02692066324256
1587.9885322029147	0.024241486051533437	14.306441669456866	0.023489708009620577	0.005990264068424461	4.47799062728882	92.02692066324256
1261.3841275471439	0.023922985570779504	10.908352844793137	0.023490724375298484	0.004527152189123092	4.47799062728882	92.02692066324256
1001.9530273437505	0.02369072025206204	7.431168664790433	0.023491740740976392	0.0030640403098217217	4.47799062728882	92.02692066324256
795.8795794866109	0.023753240203940044	5.720420517612238	0.023634951649266864	0.0023675896441087956	4.47799062728882	92.02692066324256
632.189621426703	0.023837881787287813	4.030057862414936	0.02377893828938774	0.001675321442051576	4.47799062728882	92.02692066324256
502.1660659988852	0.023943114476934035	2.3531040069161713	0.023922924929508614	0.000983053239994359	4.47799062728882	92.02692066324256
398.88468474333143	0.02409087745692808	1.2479430948636259	0.024085163331705302	0.0005246750706903612	4.47799062728882	92.02692066324256
316.8453674907219	0.024257851625076182	0.45021965649773693	0.02425710272522414	0.00019061175759862954	4.47799062728882	92.02692066324256
251.67922143947135	0.024429463301269876	-0.33644684814448644	0.024429042118742975	-0.00014345155549310207	4.47799062728882	92.02692066324256
199.91591168279678	0.024612045242693063	-0.9742434213725925	0.024608487316422612	-0.0004184770314339431	4.47799062728882	92.02692066324256
158.79885322029148	0.02481060653199154	-1.307035709303901	0.024804151205785496	-0.0005659323686018162	4.47799062728882	92.02692066324256
126.13841275471438	0.025009991539589778	-1.6345327170526733	0.024999815095148384	-0.0007133877057696899	4.47799062728882	92.02692066324256
100.19530273437505	0.025210180721357847	-1.956838935243959	0.025195478984511268	-0.0008608430429375636	4.47799062728882	92.02692066324256
79.58795794866109	0.025418995361405013	-2.108877267119521	0.025401779185093582	-0.0009353819620219597	4.47799062728882	92.02692066324256
63.2189621426703	0.02562814470440011	-2.255086530103175	0.025608296909473513	-0.001008429663348343	4.47799062728882	92.02692066324256
50.21660659988852	0.025837458231616317	-2.398927786261709	0.025814814633853444	-0.0010814773646747257	4.47799062728882	92.02692066324256
39.888468474333145	0.026047345095518048	-2.4691825444232385	0.02602316113729374	-0.001122172423227796	4.47799062728882	92.02692066324256
31.684536749072194	0.02625752515622813	-2.494040923341588	0.026232652789963166	-0.001142608826847979	4.47799062728882	92.02692066324256
25.167922143947134	0.026467710081024397	-2.51850449694048	0.026442144442632595	-0.001163045230468162	4.47799062728882	92.02692066324256
19.99159116827968	0.02666666886609863	-2.497844155017521	0.02664133185397129	-0.0011621813372829292	4.47799062728882	92.02692066324256
15.879885322029146	0.026841434468245655	-2.3813887236530427	0.026818253662576744	-0.0011152913533310621	4.47799062728882	92.02692066324256
12.613841275471438	0.02701630952232388	-2.2664404414569748	0.026995175471182194	-0.0010684013693791948	4.47799062728882	92.02692066324256
10.019530273437505	0.02719129191658243	-2.1529711462006027	0.027172097279787647	-0.0010215113854273278	4.47799062728882	92.02692066324256
7.958795794866109	0.02733118049662625	-2.034602060854344	0.02731395005326788	-0.0009703400572740611	4.47799062728882	92.02692066324256
6.32189621426703	0.027470464812899734	-1.9173065228682806	0.02745508562794283	-0.0009190811711102794	4.47799062728882	92.02692066324256
5.021660659988852	0.027609863096039806	-1.8011949194163488	0.027596221202617777	-0.0008678222849464977	4.47799062728882	92.02692066324256
3.9888468474333143	0.027715542447164055	-1.6913353026510733	0.027703467756510485	-0.000818026530459936	4.47799062728882	92.02692066324256
3.1684536749072194	0.02780437978358225	-1.5847854990771337	0.027793744446964	-0.0007689634364097887	4.47799062728882	92.02692066324256
2.5167922143947137	0.027893312662623567	-1.478914761607468	0.027884021137417513	-0.0007199003423596414	4.47799062728882	92.02692066324256
1.9991591168279679	0.02797461260266245	-1.43746654273137	0.02796580897774644	-0.0007017681164297133	4.47799062728882	92.02692066324256
1.5879885322029146	0.028042019682175734	-1.5111127192462135	0.028032267482666812	-0.0007394914710476469	4.47799062728882	92.02692066324256
1.2613841275471438	0.0281094728696705	-1.584405564750354	0.028098725987587184	-0.0007772148256655805	4.47799062728882	92.02692066324256
1.0019530273437505	0.0281769718340114	-1.6573473777649284	0.028165184492507555	-0.0008149381802835142	4.47799062728882	92.02692066324256
0.7958795794866117	0.028288547211083058	-1.8181399340570341	0.028274305782627362	-0.0008975164757038562	4.47799062728882	92.02692066324256
0.632189621426703	0.028401162303590133	-1.9792883890374682	0.02838421752815943	-0.000980925842760947	4.47799062728882	92.02692066324256
0.5021660659988852	0.02851400028941399	-2.1391626801144676	0.028494129273691497	-0.001064335209818037	4.47799062728882	92.02692066324256
0.39888468474333105	0.028653242877327848	-2.3811999080112827	0.02862850128060057	-0.0011904796570250359	4.47799062728882	92.02692066324256
